-3,4,-2,-4,-6,-1,0,4
-1,-3,-4,-8,-11,-10,-9,7
-5,-4,-1,2,4,1,1,6
0,0,-1,-3,-10,-6,-1,-1
-2,-1,0,0,9,3,1,1
-5,-3,1,-1,-5,0,-7,-9
-2,2,1,-1,-1,0,-1,-1
2,1,-1,-2,3,-1,1,3
1,-1,-1,-2,-8,-2,4,8
-3,-1,2,0,6,4,-3,-13
-2,3,-1,-1,2,-1,2,4
4,0,0,1,-3,-2,2,6
-5,-1,-2,-1,2,-1,-1,-3
-2,1,-2,-1,-11,-3,-3,-8
1,2,-2,0,13,4,1,10
-1,-3,-1,3,2,2,-1,-4
-3,1,0,-2,0,-1,0,-4
2,-3,-3,-7,-6,-7,-14,-32
0,-4,0,-6,-13,-6,12,24
-1,1,1,1,4,1,-7,-17
0,-3,1,6,11,8,3,6
-3,-3,2,4,1,-2,-4,7
-5,-6,-5,-1,-6,-5,-3,1
3,0,-4,-8,-5,-3,-2,0
-2,-5,-2,-2,-5,-4,-5,-10
0,3,0,-2,-1,-1,16,29
-3,-9,1,3,5,1,-2,-7
-5,-6,-1,-1,4,0,7,15
-3,-8,-4,-3,-5,-4,-16,-14
-1,-4,-4,-2,0,2,-1,-4
-1,4,-1,-2,-7,-2,-1,-4
2,3,-5,-4,-8,-4,-5,1
-1,-3,-2,0,1,-1,5,9
-12,-7,0,3,3,-3,-11,-26
-3,0,0,1,-2,0,-10,-26
2,0,-1,-5,-1,-2,0,11
-4,-3,0,1,-2,0,-2,-21
-1,4,0,1,0,2,11,4
-1,-8,-1,-2,3,2,-11,-20
-6,-7,-2,-6,-10,-5,-9,-7
-4,3,-2,-3,-2,0,10,12
3,-5,-1,3,15,5,-7,-14
6,4,1,-2,-4,0,11,37
-2,2,0,0,-1,-2,-2,-14
-3,-4,-2,-3,-8,-4,-2,-1
-2,-6,0,-1,-6,-3,2,20
10,0,-2,0,7,0,-5,-21
-2,-2,-1,2,-2,2,7,31
-2,2,0,-1,2,-1,1,-1
4,-4,-2,-3,-11,-2,-1,-4
-1,1,0,0,-1,-3,0,-8
0,-1,0,1,10,3,8,5
4,-3,-3,0,-2,-3,-4,-6
1,-2,-1,0,-3,0,-2,9
-1,-4,-1,-1,-1,-4,-3,4
-5,0,-2,-2,-2,1,-2,2
-3,-3,-3,-4,-3,-1,1,11
0,8,1,-4,-7,-3,6,20
-2,-2,-6,-4,-7,-1,7,11
-5,4,2,5,10,2,0,-19
18,0,2,5,6,6,5,21
5,1,2,0,-1,-2,2,17
-13,-8,-4,-5,-6,-2,9,27
-1,-3,0,-1,-2,-4,3,-4
5,-4,1,0,-2,0,-17,17
-1,-7,-8,-4,-9,-6,-2,5
-2,4,2,3,10,6,-13,-41
19,2,2,0,2,0,20,41
-17,2,-1,-2,-4,-5,16,29
3,-7,-3,-2,4,-3,-21,-36
-7,-7,-6,-12,-17,-8,-9,-16
-4,-5,-2,1,-1,-3,-21,-34
7,7,1,-1,5,0,13,32
0,0,0,1,-1,0,5,6
-3,-2,-3,2,4,7,20,-1
6,-8,3,0,-2,1,-20,-23
14,10,2,2,-2,3,24,45
4,-8,6,7,16,9,-9,-45
7,-3,-2,1,-2,-6,-10,-3
-7,-8,-9,-10,-14,-10,-2,41
10,-3,5,6,3,3,-54,-71
4,3,-3,-6,-3,20,38,61
5,7,3,3,7,10,14,26
19,-2,10,6,3,2,10,18
-8,-4,-6,-8,-6,-1,10,31
-29,-12,1,-2,-2,-6,-35,-17
-23,-7,-3,-3,-2,-22,-37,-1
-12,14,0,2,2,18,41,-2
-6,-1,-6,-1,2,-1,52,16
13,-12,-3,7,10,30,9,-32
-6,3,-6,-3,-9,-18,-3,-10
-15,-1,-5,0,3,5,-19,-48
-7,-6,-1,-5,-12,-38,4,3
16,15,-2,-2,-8,29,45,24
-23,18,6,-2,16,-4,29,47
25,-18,8,11,13,44,-28,5
-15,-1,-8,-7,-9,-10,37,14
33,13,11,7,-7,-33,48,78
8,-5,-12,1,8,35,27,42
2,-2,4,-3,-13,-69,-49,63
1,-2,5,9,12,22,-21,-11
-23,4,1,-4,0,-22,-70,-110
-32,2,7,3,-1,31,72,-18
25,-12,16,12,-2,-67,-20,-82
4,-8,-6,-3,5,43,-50,-127
-1,10,5,1,-1,-21,34,-45
-8,-1,-6,0,1,23,1,-101
30,-2,7,5,9,8,-24,28
-7,3,5,4,3,20,11,15
-1,-11,-14,-8,-2,4,-25,5
37,19,10,2,-7,-35,-39,25
2,-6,-10,-6,-17,-27,-3,64
13,-7,-2,-1,4,-7,-58,-39
-17,-7,-5,-2,4,19,5,77
10,12,24,11,-9,-26,-58,-102
23,-15,-5,-3,17,71,5,23
-11,1,-7,-3,-6,22,66,71
-14,1,-8,-5,-16,-80,-31,-28
18,-3,14,11,16,50,81,-41
-38,32,-14,-16,-13,20,103,75
3,-26,7,8,8,-2,-60,-64
-29,-4,1,-8,-14,-47,-70,-92
2,-33,-35,-17,-18,-44,-4,-1
-21,0,1,6,10,19,-51,-33
2,-1,-9,-12,-19,-55,2,7
-4,-2,-3,-2,-1,-2,-5,42
-2,-26,-10,-4,-7,-28,-70,0
-11,-33,-15,-11,-9,10,-38,30
-10,9,-10,2,-2,-4,-21,-2
-17,3,-4,2,18,26,10,34
55,18,16,14,39,104,62,127
3,-9,-18,-8,-13,-42,36,-101
-6,15,11,2,0,-51,-17,69
5,-44,-7,-2,-3,5,-7,-83
-37,16,-3,-12,-21,-23,-3,19
-25,-7,-6,2,0,-13,-19,-52
16,-2,3,-1,1,-3,-20,24
17,23,12,5,-6,19,18,44
34,5,7,2,3,3,57,14
-19,-10,0,3,-9,-47,-34,-51
8,22,0,-6,4,4,55,-9
-9,8,-7,0,7,25,52,13
-9,-20,-9,-14,-20,-51,-54,-6
-40,4,5,-2,1,5,-3,-28
3,-16,-19,-5,1,-32,-57,-1
12,-4,1,9,13,28,-35,-21
-17,0,0,-3,-12,-6,-9,-4
-7,18,8,-2,2,57,-25,-27
-16,-13,-36,-10,-9,4,9,12
-2,-6,-3,-4,0,-6,45,36
-16,-4,23,2,-7,4,28,-72
9,11,-4,-5,-3,-22,41,19
-13,10,17,1,1,28,-19,-66
14,-2,-7,-4,-5,-47,-73,-9
-21,5,-10,-1,14,81,64,78
-13,-10,-10,-9,-16,-48,-13,69
4,0,0,-4,-1,27,61,82
-17,15,-7,-11,-25,-64,6,-68
38,-28,12,12,6,-32,-119,-116
-12,4,-6,-7,7,49,-9,41
-3,2,2,3,-5,24,17,62
13,5,4,-2,-9,-22,-33,61
0,14,-12,-13,3,-8,-48,29
-11,-6,-8,-1,-9,-29,-32,-88
-23,-16,4,-1,-4,-13,-8,9
-18,-32,3,4,3,20,12,-50
-20,24,-20,-13,-15,-25,27,70
42,-10,12,10,13,10,74,0
15,18,15,5,5,7,24,-87
17,0,19,11,5,24,-20,-3
-17,-10,-17,-15,-18,-44,-11,-72
2,16,-1,1,13,55,46,30
23,5,15,6,6,28,31,-16
22,13,-9,-11,-7,-33,26,81
26,11,30,23,16,34,-9,-17
14,21,-20,-6,-7,-1,-36,-45
-7,-1,10,5,8,-16,-31,72
-10,-28,-15,-4,10,42,-41,-32
-25,21,7,2,5,38,70,23
26,-1,0,1,9,16,49,26
7,-6,1,3,-4,-22,-36,-31
-25,-9,-12,-5,-5,3,54,26
17,-25,-7,-2,-11,-38,12,22
-10,-14,-8,-16,-27,-52,-15,20
-22,3,-4,-3,0,-26,6,-48
-11,11,1,-3,-2,13,31,-15
21,0,-2,5,-3,0,9,-1
-7,10,8,-5,-8,-35,2,-52
7,-34,-9,2,1,-24,-73,-35
-4,17,14,7,16,5,-34,18
-17,-2,4,-2,-11,-49,-7,1
7,7,1,7,12,11,64,31
-16,2,-14,-11,-11,13,11,-55
31,1,21,13,10,46,8,30
8,-6,-4,1,6,14,-18,26
-13,-2,13,3,7,39,-7,-1
-6,14,-28,-17,-11,-18,16,5
1,-4,-14,-2,12,72,42,-34
-6,-14,2,-4,-1,4,-12,23
22,-9,21,7,10,41,-39,-2
3,-28,-58,-14,-4,-7,7,-17
-14,13,13,12,21,37,2,-34
-11,-30,-5,-12,-15,-21,-50,72
-10,23,15,7,-1,-12,33,43
26,7,27,18,23,31,94,5
-5,-12,-4,-4,-9,-19,41,-16
-13,-8,-9,1,5,36,-44,-27
-3,0,-25,-5,6,21,2,6
-33,-31,-6,-10,-15,-43,-46,27
-12,15,-9,-12,-12,0,63,16
14,9,5,3,6,-1,-12,-60
-11,-22,-8,-2,-14,-20,-39,2
