4,15,-4,18,5,0,2,2
2,14,9,11,-14,-6,0,0
-1,0,-35,-35,-10,-5,-2,-1
6,5,17,10,-13,-4,-3,-2
-7,-33,-32,-58,18,5,3,-1
0,11,1,19,-3,2,-1,-3
-2,-21,12,11,-4,-4,-5,-3
9,16,-15,6,-6,0,4,3
-6,-2,1,38,-12,-8,-5,-3
0,-11,15,-17,10,7,2,2
-3,-9,-10,4,3,-3,-5,-5
-3,10,4,-8,-2,1,2,0
-2,2,2,16,-2,-5,-1,1
-7,-18,-7,-2,-1,-6,-2,10
0,-16,-20,-3,1,0,-2,-12
3,24,22,11,1,1,0,4
5,19,7,2,-6,0,1,-2
-9,-29,-2,-31,-7,-4,1,1
0,4,-7,14,5,3,1,3
-9,-21,-15,-57,-4,-4,-2,-6
-1,-4,-10,31,-6,-3,-4,-4
-8,-22,-13,-47,-10,-7,-8,-10
12,42,13,15,15,11,9,7
-2,-25,27,27,-11,-2,-3,1
-3,-12,-42,-76,14,3,0,1
9,16,0,35,-2,0,0,-3
-1,27,2,21,1,1,2,-1
9,21,24,25,10,7,6,5
0,4,33,118,-21,-8,-8,-6
-9,-22,-35,-82,9,2,0,1
5,9,15,31,-13,-1,0,5
-3,21,-2,29,8,0,3,-2
-6,37,47,20,-12,0,4,2
-7,5,11,31,3,1,0,-1
-18,-54,4,94,-26,-8,-5,-4
-4,11,-18,-62,-36,-13,-13,-5
9,-6,-11,-68,-21,-2,-5,0
2,16,-13,31,30,5,3,0
-3,7,26,7,-5,-2,0,-6
3,71,42,-5,-16,-7,-3,0
-17,-26,-27,-75,19,-7,-9,-7
-5,0,17,73,-25,-8,-5,-5
-2,-14,-27,-35,-10,-6,-4,-1
-8,-6,25,-22,19,9,4,-2
-2,25,-8,-24,-1,-1,-2,-2
-1,14,15,45,-7,4,5,-1
0,8,-18,2,34,2,1,-1
-6,-71,-13,47,-16,-6,-5,-2
-3,-2,11,-37,-12,-1,0,-2
13,35,11,64,-34,-11,-7,-1
-6,-4,-10,-69,-3,-2,-4,1
-1,35,-13,-121,44,14,8,4
10,38,-25,18,-21,-11,-1,-3
-1,-23,-26,-29,21,7,-3,-3
4,44,19,2,-26,-2,-1,2
-8,-2,-18,47,-3,-3,1,-6
12,6,24,19,32,10,5,4
-32,-6,12,25,-9,6,2,-6
15,23,-2,-7,14,2,-2,5
8,4,12,60,16,6,1,0
1,-32,-4,-13,-38,-1,1,1
21,54,31,-17,4,2,3,5
-21,-24,14,-14,8,5,2,0
7,55,6,84,-30,-11,-4,-5
0,18,33,18,-13,0,-1,-1
0,-27,-25,-28,-12,-6,-2,3
-5,-12,-25,43,8,3,1,-2
2,-36,-25,-77,-10,-4,-5,-1
-11,-43,12,24,20,0,0,-1
11,24,33,-52,-2,2,-1,2
-17,-52,-38,-35,6,-8,-9,-10
-3,-16,23,88,-20,-2,1,0
2,-13,1,39,34,8,3,1
6,11,-4,-12,-2,-4,-2,-4
8,27,8,-16,-23,-3,2,-3
1,-10,-15,-82,38,10,5,1
-10,-21,-40,-82,12,-5,-7,-3
16,5,-19,-19,18,1,3,1
-10,-33,-44,-78,25,-3,-5,-4
0,22,0,-48,9,5,1,1
-1,-34,-24,39,-13,-1,-1,-2
-33,-108,-18,-1,-11,-7,-6,-7
-3,-7,-8,33,-26,-10,-6,-6
8,2,-37,66,32,7,4,5
-10,17,-5,-6,1,3,5,6
4,49,-16,47,5,-4,-4,-1
-20,-82,2,39,-30,-16,-10,-7
3,-8,17,103,-18,-5,0,-1
2,-6,22,-16,4,2,-2,0
5,-18,15,17,-20,-5,-1,1
8,62,26,-39,43,15,8,6
6,14,13,-7,-3,-2,-3,-1
-7,-41,-23,12,6,0,-2,-5
-3,-46,-85,-103,48,9,0,3
5,-7,21,-47,-12,-5,-6,0
-10,-30,-29,-19,-6,-2,-3,-1
10,64,27,76,-7,-2,3,0
-8,7,25,69,9,-1,-2,-3
-8,-46,-15,14,-16,-1,1,0
1,5,-6,-31,6,-3,-2,-1
4,21,37,92,-23,-8,-2,-5
13,24,-11,-87,19,14,8,9
13,37,23,12,-5,-5,-4,0
-16,-26,10,28,-24,-7,-4,-6
4,2,-53,16,33,8,3,1
-2,13,43,97,-46,-10,-3,-6
-6,-21,-46,-62,32,12,0,4
7,27,11,13,2,-2,-2,3
-3,25,2,-43,-21,-8,-3,-5
7,34,2,-30,-2,-2,-3,0
10,34,22,8,1,5,7,4
-12,-33,17,19,-3,-2,-2,-4
-2,-13,-32,-80,-11,-4,-5,-1
-8,-38,-29,12,-19,-9,-5,-7
-6,12,27,110,-25,-2,2,-4
1,-13,-4,-4,4,1,0,2
16,59,43,-28,-12,-1,2,7
-10,-49,-7,-7,24,2,-1,-1
4,18,-24,-51,47,1,1,-2
1,1,6,15,-12,-6,-7,-2
-4,-14,16,17,-3,-1,-3,-4
7,23,19,-5,6,3,4,3
-6,20,18,102,-25,-6,-4,-6
-3,-10,-9,6,-3,-4,-5,-6
-7,-15,-28,-28,9,2,-1,-1
-12,-17,49,102,5,-8,-7,-9
-2,-23,-27,-7,-21,-9,-8,0
4,9,-14,-46,6,6,5,5
2,-13,-3,51,-10,0,-2,0
10,33,13,20,3,3,4,1
-6,-26,-6,-3,-9,-4,0,-3
-15,-59,-9,45,-22,-9,-6,-10
-3,1,-25,-100,35,10,6,1
0,40,32,3,4,1,-3,0
2,-26,-41,-88,-3,-1,-5,-3
0,7,-12,-11,-1,0,-1,-1
-3,9,23,95,-8,-1,0,0
-6,-19,-10,-14,-8,-8,-5,-4
12,10,-27,0,3,-3,0,3
1,38,30,33,6,6,4,1
0,0,-11,-11,-23,-8,-6,-6
3,-2,-36,-96,-11,-2,-2,1
4,-2,27,55,2,6,0,0
-14,-22,-1,8,1,-11,-7,-9
2,-5,3,0,4,5,1,3
-1,17,-3,22,-24,-3,1,-1
0,42,24,25,33,7,3,-2
3,14,-10,-90,-10,-2,1,3
-6,-18,-8,20,-9,-7,-6,-5
0,49,2,10,-2,3,6,2
10,41,35,54,-18,6,6,5
-1,-43,-48,-73,14,-2,-5,-3
8,28,5,-13,-8,-4,-2,-2
-11,-54,-37,-28,17,1,-3,-2
-9,-3,17,53,-29,-10,-5,-5
4,8,5,16,4,4,3,0
-3,-4,-3,-37,-2,-6,-1,-4
4,-8,-20,43,2,-2,-3,0
-1,-1,6,-10,-2,2,-1,-1
4,18,20,68,26,8,5,1
-14,-45,-15,-23,20,6,2,2
-9,-18,10,20,-20,-7,-7,-6
-5,0,13,-22,-7,-5,2,1
-4,18,-18,-63,-7,4,4,3
4,24,6,64,24,1,-1,-1
-12,-53,-7,-39,1,-7,-7,-5
13,35,-5,-4,-10,0,1,1
-2,-4,13,-26,-6,-5,-2,-3
-6,25,11,42,-12,-3,-1,-3
-3,13,9,-19,17,9,5,1
4,-19,-6,-62,43,11,5,1
2,2,6,79,-8,-4,-2,-2
6,47,20,-25,8,-2,-5,-3
8,-32,-39,-9,-18,-1,-2,4
-1,-15,-7,9,-1,-3,-3,-2
-4,-10,-1,-25,4,-3,-4,-2
-8,-58,-15,-79,-30,-6,-5,-5
2,11,26,13,30,3,4,0
-7,-5,-10,-16,-22,-7,-4,-2
-4,-26,-4,-16,20,4,-2,-1
0,-14,-9,27,-2,-1,2,-2
4,36,8,10,18,2,1,-2
-8,-27,-22,7,-3,-6,-5,-1
1,14,4,34,-19,-8,-5,-5
-2,-13,7,-51,5,3,0,0
1,14,-9,1,5,3,2,2
7,17,28,36,4,1,1,-1
0,8,-3,-29,-5,-1,-1,-2
-9,-37,-16,17,-8,-6,-5,-4
4,-7,8,12,-29,-8,-3,-3
1,-9,-11,-46,11,4,1,-1
12,77,39,39,-15,-1,4,5
-6,-32,-16,-25,28,4,-2,0
-7,-5,-20,-18,-12,-3,-5,-5
-2,12,19,46,-5,-4,-4,-5
-6,-27,-14,-19,-24,-6,-3,-1
10,19,18,-12,14,6,5,6
-3,3,-14,33,-14,-3,-5,-1
-1,-30,-2,-12,-20,-6,-1,0
-3,-1,-17,-7,18,10,3,1
