6,4,2,-4,-3,-3,-2,2
6,-6,1,-1,-4,-4,0,7
-25,-4,0,6,2,-4,-2,-5
-7,0,-2,-1,-1,3,2,0
-3,3,0,4,2,0,-1,-5
-6,-5,-8,-12,-4,1,0,-4
10,5,-7,-16,-1,-5,-5,3
3,-5,4,0,-3,1,-7,4
0,0,15,33,10,1,6,-6
4,3,1,-10,-7,-4,1,-9
6,-4,0,11,-1,-1,-4,9
-9,-6,-15,-19,-6,-4,-7,-17
4,-4,0,-5,-4,-2,-4,-11
12,1,-2,4,4,4,5,14
-13,4,-6,4,-2,-4,-8,-9
8,-10,-9,-9,1,2,4,2
-9,0,11,4,-5,-3,-1,6
11,13,3,2,3,1,-5,-10
-18,-10,-8,-7,-4,-7,0,-5
-8,-2,4,8,0,8,3,5
-7,-7,-11,-7,-3,-4,-1,-3
16,-1,-11,-20,-7,-7,-7,-2
-7,-1,7,14,2,6,0,12
7,14,-3,-12,-4,-7,-4,-31
1,-10,-3,15,11,2,-1,17
-15,-8,-3,14,-3,-5,1,11
-1,9,4,-6,-3,3,-12,-10
11,-6,8,-1,-1,-8,10,-2
0,1,-9,-11,-5,4,6,11
-10,-4,3,2,-1,-2,-7,-8
21,3,3,-1,2,4,5,0
-10,7,2,3,2,-1,-10,-2
-15,-9,-12,-11,-1,-1,-15,-9
-2,8,13,0,-3,2,13,7
7,-14,-22,-13,-3,-7,-14,-33
-9,-4,-13,-22,-12,-6,-5,19
25,-6,-1,-7,2,4,33,43
-27,-3,9,16,0,2,9,-4
19,7,2,-5,-4,-8,-9,1
-4,-7,5,6,0,-3,-15,-25
-4,-7,-43,-48,-15,-16,-38,-13
-17,6,29,31,12,12,13,-5
3,4,17,3,0,7,21,-3
-7,-5,-2,6,3,0,5,28
-25,-2,4,13,-4,-3,0,-20
18,-2,-15,-20,-5,-9,-23,2
4,-2,-10,-6,1,-5,-5,14
-20,5,13,14,3,0,10,-8
7,-9,2,10,5,13,11,-8
-4,-10,3,-4,-2,-7,-1,-6
12,7,-4,12,-3,-5,-6,2
-8,-9,-3,-1,2,0,-14,-1
13,11,11,9,4,-3,3,-12
